pclass;survived;sex;age;edad;clase;sobreviviente;
437;2;1;female;45;ADULTO;SEGUNDA;SI
438;2;1;female;24;ADULTO;SEGUNDA;SI
439;2;1;female;24;ADULTO;SEGUNDA;SI
440;2;0;male;49;ADULTO;SEGUNDA;NO
441;2;1;female;48;ADULTO;SEGUNDA;SI
442;2;1;female;55;ADULTO;SEGUNDA;SI
443;2;0;male;24;ADULTO;SEGUNDA;NO
444;2;0;male;32;ADULTO;SEGUNDA;NO
445;2;0;male;21;ADULTO;SEGUNDA;NO
446;2;0;female;18;ADULTO;SEGUNDA;NO
447;2;1;female;20;ADULTO;SEGUNDA;SI
448;2;0;male;23;ADULTO;SEGUNDA;NO
449;2;0;male;36;ADULTO;SEGUNDA;NO
450;2;1;female;54;ADULTO;SEGUNDA;SI
451;2;0;male;50;ADULTO;SEGUNDA;NO
452;2;0;male;44;ADULTO;SEGUNDA;NO
453;2;1;female;29;ADULTO;SEGUNDA;SI
454;2;0;male;21;ADULTO;SEGUNDA;NO
455;2;1;male;42;ADULTO;SEGUNDA;SI
456;2;0;male;63;ADULTO;SEGUNDA;NO
457;2;0;female;60;ADULTO;SEGUNDA;NO
458;2;0;male;33;ADULTO;SEGUNDA;NO
459;2;1;female;17;MENOR;SEGUNDA;SI
460;2;0;male;42;ADULTO;SEGUNDA;NO
461;2;1;female;24;ADULTO;SEGUNDA;SI
462;2;0;male;47;ADULTO;SEGUNDA;NO
463;2;0;male;24;ADULTO;SEGUNDA;NO
464;2;0;male;22;ADULTO;SEGUNDA;NO
465;2;0;male;32;ADULTO;SEGUNDA;NO
466;2;1;female;23;ADULTO;SEGUNDA;SI
467;2;0;male;34;ADULTO;SEGUNDA;NO
468;2;1;female;24;ADULTO;SEGUNDA;SI
469;2;0;female;22;ADULTO;SEGUNDA;NO
470;2;1;female;0;ADULTO;SEGUNDA;SI
471;2;0;male;35;ADULTO;SEGUNDA;NO
472;2;1;female;45;ADULTO;SEGUNDA;SI
473;2;0;male;57;ADULTO;SEGUNDA;NO
474;2;0;male;0;ADULTO;SEGUNDA;NO
475;2;0;male;31;ADULTO;SEGUNDA;NO
476;2;0;female;26;ADULTO;SEGUNDA;NO
477;2;0;male;30;ADULTO;SEGUNDA;NO
478;2;0;male;0;ADULTO;SEGUNDA;NO
479;2;1;female;1;MENOR;SEGUNDA;SI
480;2;1;female;3;MENOR;SEGUNDA;SI
481;2;0;male;25;ADULTO;SEGUNDA;NO
482;2;1;female;22;ADULTO;SEGUNDA;SI
483;2;1;female;17;MENOR;SEGUNDA;SI
484;2;1;female;0;ADULTO;SEGUNDA;SI
485;2;1;female;34;ADULTO;SEGUNDA;SI
486;2;0;male;36;ADULTO;SEGUNDA;NO
487;2;0;male;24;ADULTO;SEGUNDA;NO
488;2;0;male;61;ADULTO;SEGUNDA;NO
489;2;0;male;50;ADULTO;SEGUNDA;NO
490;2;1;female;42;ADULTO;SEGUNDA;SI
491;2;0;female;57;ADULTO;SEGUNDA;NO
492;2;0;male;0;ADULTO;SEGUNDA;NO
493;2;1;male;1;MENOR;SEGUNDA;SI
494;2;0;male;31;ADULTO;SEGUNDA;NO
495;2;1;female;24;ADULTO;SEGUNDA;SI
496;2;0;male;0;ADULTO;SEGUNDA;NO
497;2;0;male;30;ADULTO;SEGUNDA;NO
498;2;0;male;40;ADULTO;SEGUNDA;NO
499;2;0;male;32;ADULTO;SEGUNDA;NO
500;2;0;male;30;ADULTO;SEGUNDA;NO
501;2;0;male;46;ADULTO;SEGUNDA;NO
502;2;1;female;13;MENOR;SEGUNDA;SI
503;2;1;female;41;ADULTO;SEGUNDA;SI
504;2;1;male;19;ADULTO;SEGUNDA;SI
505;2;0;male;39;ADULTO;SEGUNDA;NO
506;2;0;male;48;ADULTO;SEGUNDA;NO
507;2;0;male;70;ADULTO;SEGUNDA;NO
508;2;0;male;27;ADULTO;SEGUNDA;NO
509;2;0;male;54;ADULTO;SEGUNDA;NO
510;2;0;male;39;ADULTO;SEGUNDA;NO
511;2;0;male;16;MENOR;SEGUNDA;NO
512;2;0;male;62;ADULTO;SEGUNDA;NO
513;2;0;male;32;ADULTO;SEGUNDA;NO
514;2;1;female;14;MENOR;SEGUNDA;SI
515;2;1;male;2;MENOR;SEGUNDA;SI
516;2;1;male;3;MENOR;SEGUNDA;SI
517;2;0;male;36;ADULTO;SEGUNDA;NO
518;2;0;male;26;ADULTO;SEGUNDA;NO
519;2;0;male;19;ADULTO;SEGUNDA;NO
520;2;0;male;28;ADULTO;SEGUNDA;NO
521;2;1;male;20;ADULTO;SEGUNDA;SI
522;2;1;female;29;ADULTO;SEGUNDA;SI
523;2;0;male;39;ADULTO;SEGUNDA;NO
524;2;1;male;22;ADULTO;SEGUNDA;SI
525;2;1;male;0;ADULTO;SEGUNDA;SI
526;2;0;male;23;ADULTO;SEGUNDA;NO
527;2;1;male;29;ADULTO;SEGUNDA;SI
528;2;0;male;28;ADULTO;SEGUNDA;NO
529;2;0;male;0;ADULTO;SEGUNDA;NO
530;2;1;female;50;ADULTO;SEGUNDA;SI
531;2;0;male;19;ADULTO;SEGUNDA;NO
532;2;0;male;0;ADULTO;SEGUNDA;NO
533;2;0;male;41;ADULTO;SEGUNDA;NO
534;2;1;female;21;ADULTO;SEGUNDA;SI
535;2;1;female;19;ADULTO;SEGUNDA;SI
536;2;0;male;43;ADULTO;SEGUNDA;NO
537;2;1;female;32;ADULTO;SEGUNDA;SI
538;2;0;male;34;ADULTO;SEGUNDA;NO
539;2;1;male;30;ADULTO;SEGUNDA;SI
540;2;0;male;27;ADULTO;SEGUNDA;NO
541;2;1;female;2;MENOR;SEGUNDA;SI
542;2;1;female;8;MENOR;SEGUNDA;SI
543;2;1;female;33;ADULTO;SEGUNDA;SI
544;2;0;male;36;ADULTO;SEGUNDA;NO
545;2;0;male;34;ADULTO;SEGUNDA;NO
546;2;1;female;30;ADULTO;SEGUNDA;SI
547;2;1;female;28;ADULTO;SEGUNDA;SI
548;2;0;male;23;ADULTO;SEGUNDA;NO
549;2;1;male;0;MENOR;SEGUNDA;SI
550;2;1;male;3;MENOR;SEGUNDA;SI
551;2;1;female;24;ADULTO;SEGUNDA;SI
552;2;1;female;50;ADULTO;SEGUNDA;SI
553;2;0;male;19;ADULTO;SEGUNDA;NO
554;2;1;female;21;ADULTO;SEGUNDA;SI
555;2;0;male;26;ADULTO;SEGUNDA;NO
556;2;0;male;25;ADULTO;SEGUNDA;NO
557;2;0;male;27;ADULTO;SEGUNDA;NO
558;2;1;female;25;ADULTO;SEGUNDA;SI
559;2;1;female;18;ADULTO;SEGUNDA;SI
560;2;1;female;20;ADULTO;SEGUNDA;SI
561;2;1;female;30;ADULTO;SEGUNDA;SI
562;2;0;male;59;ADULTO;SEGUNDA;NO
563;2;1;female;30;ADULTO;SEGUNDA;SI
564;2;0;male;35;ADULTO;SEGUNDA;NO
565;2;1;female;40;ADULTO;SEGUNDA;SI
566;2;0;male;25;ADULTO;SEGUNDA;NO
567;2;0;male;41;ADULTO;SEGUNDA;NO
568;2;0;male;25;ADULTO;SEGUNDA;NO
569;2;0;male;18;ADULTO;SEGUNDA;NO
570;2;0;male;14;MENOR;SEGUNDA;NO
571;2;1;female;50;ADULTO;SEGUNDA;SI
572;2;0;male;23;ADULTO;SEGUNDA;NO
573;2;1;female;28;ADULTO;SEGUNDA;SI
574;2;1;female;27;ADULTO;SEGUNDA;SI
575;2;0;male;29;ADULTO;SEGUNDA;NO
576;2;0;female;27;ADULTO;SEGUNDA;NO
577;2;0;male;40;ADULTO;SEGUNDA;NO
578;2;1;female;31;ADULTO;SEGUNDA;SI
579;2;0;male;30;ADULTO;SEGUNDA;NO
580;2;0;male;23;ADULTO;SEGUNDA;NO
581;2;1;female;31;ADULTO;SEGUNDA;SI
582;2;0;male;0;ADULTO;SEGUNDA;NO
583;2;1;female;12;MENOR;SEGUNDA;SI
584;2;1;female;40;ADULTO;SEGUNDA;SI
585;2;1;female;32;ADULTO;SEGUNDA;SI
586;2;0;male;27;ADULTO;SEGUNDA;NO
587;2;1;female;29;ADULTO;SEGUNDA;SI
588;2;1;male;2;MENOR;SEGUNDA;SI
589;2;1;female;4;MENOR;SEGUNDA;SI
590;2;1;female;29;ADULTO;SEGUNDA;SI
591;2;1;female;0;MENOR;SEGUNDA;SI
592;2;1;female;5;MENOR;SEGUNDA;SI
593;2;0;male;36;ADULTO;SEGUNDA;NO
594;2;1;female;33;ADULTO;SEGUNDA;SI
595;2;0;male;66;ADULTO;SEGUNDA;NO
596;2;0;male;0;ADULTO;SEGUNDA;NO
597;2;1;male;31;ADULTO;SEGUNDA;SI
598;2;1;male;0;ADULTO;SEGUNDA;SI
599;2;1;female;26;ADULTO;SEGUNDA;SI
600;2;0;female;24;ADULTO;SEGUNDA;NO
601;3;0;male;42;ADULTO;TERCERA;NO
602;3;0;male;13;MENOR;TERCERA;NO
603;3;0;male;16;MENOR;TERCERA;NO
604;3;1;female;35;ADULTO;TERCERA;SI
605;3;1;female;16;MENOR;TERCERA;SI
606;3;1;male;25;ADULTO;TERCERA;SI
607;3;1;male;20;ADULTO;TERCERA;SI
608;3;1;female;18;ADULTO;TERCERA;SI
609;3;0;male;30;ADULTO;TERCERA;NO
610;3;0;male;26;ADULTO;TERCERA;NO
611;3;0;female;40;ADULTO;TERCERA;NO
612;3;1;male;0;MENOR;TERCERA;SI
613;3;1;female;18;ADULTO;TERCERA;SI
614;3;1;male;26;ADULTO;TERCERA;SI
615;3;0;male;26;ADULTO;TERCERA;NO
616;3;0;male;20;ADULTO;TERCERA;NO
617;3;0;male;24;ADULTO;TERCERA;NO
618;3;0;male;25;ADULTO;TERCERA;NO
619;3;0;male;35;ADULTO;TERCERA;NO
620;3;0;male;18;ADULTO;TERCERA;NO
621;3;0;male;32;ADULTO;TERCERA;NO
622;3;1;female;19;ADULTO;TERCERA;SI
623;3;0;male;4;MENOR;TERCERA;NO
624;3;0;female;6;MENOR;TERCERA;NO
625;3;0;female;2;MENOR;TERCERA;NO
626;3;1;female;17;MENOR;TERCERA;SI
627;3;0;female;38;ADULTO;TERCERA;NO
628;3;0;female;9;MENOR;TERCERA;NO
629;3;0;female;11;MENOR;TERCERA;NO
630;3;0;male;39;ADULTO;TERCERA;NO
631;3;1;male;27;ADULTO;TERCERA;SI
632;3;0;male;26;ADULTO;TERCERA;NO
633;3;0;female;39;ADULTO;TERCERA;NO
634;3;0;male;20;ADULTO;TERCERA;NO
635;3;0;male;26;ADULTO;TERCERA;NO
636;3;0;male;25;ADULTO;TERCERA;NO
637;3;0;female;18;ADULTO;TERCERA;NO
638;3;0;male;24;ADULTO;TERCERA;NO
639;3;0;male;35;ADULTO;TERCERA;NO
640;3;0;male;5;MENOR;TERCERA;NO
641;3;0;male;9;MENOR;TERCERA;NO
642;3;1;male;3;MENOR;TERCERA;SI
643;3;0;male;13;MENOR;TERCERA;NO
644;3;1;female;5;MENOR;TERCERA;SI
645;3;0;male;40;ADULTO;TERCERA;NO
646;3;1;male;23;ADULTO;TERCERA;SI
647;3;1;female;38;ADULTO;TERCERA;SI
648;3;1;female;45;ADULTO;TERCERA;SI
649;3;0;male;21;ADULTO;TERCERA;NO
650;3;0;male;23;ADULTO;TERCERA;NO
651;3;0;female;17;MENOR;TERCERA;NO
652;3;0;male;30;ADULTO;TERCERA;NO
653;3;0;male;23;ADULTO;TERCERA;NO
654;3;1;female;13;MENOR;TERCERA;SI
655;3;0;male;20;ADULTO;TERCERA;NO
656;3;0;male;32;ADULTO;TERCERA;NO
657;3;1;female;33;ADULTO;TERCERA;SI
658;3;1;female;0;MENOR;TERCERA;SI
659;3;1;female;0;MENOR;TERCERA;SI
660;3;1;female;5;MENOR;TERCERA;SI
661;3;1;female;24;ADULTO;TERCERA;SI
662;3;1;female;18;ADULTO;TERCERA;SI
663;3;0;male;40;ADULTO;TERCERA;NO
664;3;0;male;26;ADULTO;TERCERA;NO
665;3;1;male;20;ADULTO;TERCERA;SI
666;3;0;female;18;ADULTO;TERCERA;NO
667;3;0;female;45;ADULTO;TERCERA;NO
668;3;0;female;27;ADULTO;TERCERA;NO
669;3;0;male;22;ADULTO;TERCERA;NO
670;3;0;male;19;ADULTO;TERCERA;NO
671;3;0;male;26;ADULTO;TERCERA;NO
672;3;0;male;22;ADULTO;TERCERA;NO
673;3;0;male;0;ADULTO;TERCERA;NO
674;3;0;male;20;ADULTO;TERCERA;NO
675;3;1;male;32;ADULTO;TERCERA;SI
676;3;0;male;21;ADULTO;TERCERA;NO
677;3;0;male;18;ADULTO;TERCERA;NO
678;3;0;male;26;ADULTO;TERCERA;NO
679;3;0;male;6;MENOR;TERCERA;NO
680;3;0;female;9;MENOR;TERCERA;NO
681;3;0;male;0;ADULTO;TERCERA;NO
682;3;0;female;0;ADULTO;TERCERA;NO
683;3;0;female;0;ADULTO;TERCERA;NO
684;3;0;male;40;ADULTO;TERCERA;NO
685;3;0;female;32;ADULTO;TERCERA;NO
686;3;0;male;21;ADULTO;TERCERA;NO
687;3;1;female;22;ADULTO;TERCERA;SI
688;3;0;female;20;ADULTO;TERCERA;NO
689;3;0;male;29;ADULTO;TERCERA;NO
690;3;0;male;22;ADULTO;TERCERA;NO
691;3;0;male;22;ADULTO;TERCERA;NO
692;3;0;male;35;ADULTO;TERCERA;NO
693;3;0;female;18;ADULTO;TERCERA;NO
694;3;1;male;21;ADULTO;TERCERA;SI
695;3;0;male;19;ADULTO;TERCERA;NO
696;3;0;female;18;ADULTO;TERCERA;NO
697;3;0;female;21;ADULTO;TERCERA;NO
698;3;0;female;30;ADULTO;TERCERA;NO
699;3;0;male;18;ADULTO;TERCERA;NO
700;3;0;male;38;ADULTO;TERCERA;NO
701;3;0;male;17;MENOR;TERCERA;NO
702;3;0;male;17;MENOR;TERCERA;NO
703;3;0;female;21;ADULTO;TERCERA;NO
704;3;0;male;21;ADULTO;TERCERA;NO
705;3;0;male;21;ADULTO;TERCERA;NO
706;3;0;male;0;ADULTO;TERCERA;NO
707;3;0;female;0;ADULTO;TERCERA;NO
708;3;0;male;28;ADULTO;TERCERA;NO
709;3;0;male;24;ADULTO;TERCERA;NO
710;3;1;female;16;MENOR;TERCERA;SI
711;3;0;female;37;ADULTO;TERCERA;NO
712;3;0;male;28;ADULTO;TERCERA;NO
713;3;0;male;24;ADULTO;TERCERA;NO
714;3;0;male;21;ADULTO;TERCERA;NO
715;3;1;male;32;ADULTO;TERCERA;SI
716;3;0;male;29;ADULTO;TERCERA;NO
717;3;0;male;26;ADULTO;TERCERA;NO
718;3;0;male;18;ADULTO;TERCERA;NO
719;3;0;male;20;ADULTO;TERCERA;NO
720;3;1;male;18;ADULTO;TERCERA;SI
721;3;0;male;24;ADULTO;TERCERA;NO
722;3;0;male;36;ADULTO;TERCERA;NO
723;3;0;male;24;ADULTO;TERCERA;NO
724;3;0;male;31;ADULTO;TERCERA;NO
725;3;0;male;31;ADULTO;TERCERA;NO
726;3;1;female;22;ADULTO;TERCERA;SI
727;3;0;female;30;ADULTO;TERCERA;NO
728;3;0;male;70;ADULTO;TERCERA;NO
729;3;0;male;43;ADULTO;TERCERA;NO
730;3;0;male;35;ADULTO;TERCERA;NO
731;3;0;male;27;ADULTO;TERCERA;NO
732;3;0;male;19;ADULTO;TERCERA;NO
733;3;0;male;30;ADULTO;TERCERA;NO
734;3;1;male;9;MENOR;TERCERA;SI
735;3;1;male;3;MENOR;TERCERA;SI
736;3;1;female;36;ADULTO;TERCERA;SI
737;3;0;male;59;ADULTO;TERCERA;NO
738;3;0;male;19;ADULTO;TERCERA;NO
739;3;1;female;17;MENOR;TERCERA;SI
740;3;0;male;44;ADULTO;TERCERA;NO
741;3;0;male;17;MENOR;TERCERA;NO
742;3;0;male;22;ADULTO;TERCERA;NO
743;3;1;male;45;ADULTO;TERCERA;SI
744;3;0;female;22;ADULTO;TERCERA;NO
745;3;0;male;19;ADULTO;TERCERA;NO
746;3;1;female;30;ADULTO;TERCERA;SI
747;3;1;male;29;ADULTO;TERCERA;SI
748;3;0;male;0;MENOR;TERCERA;NO
749;3;0;male;34;ADULTO;TERCERA;NO
750;3;0;female;28;ADULTO;TERCERA;NO
751;3;0;male;27;ADULTO;TERCERA;NO
752;3;0;male;25;ADULTO;TERCERA;NO
753;3;0;male;24;ADULTO;TERCERA;NO
754;3;0;male;22;ADULTO;TERCERA;NO
755;3;0;male;21;ADULTO;TERCERA;NO
756;3;0;male;17;MENOR;TERCERA;NO
757;3;0;male;0;ADULTO;TERCERA;NO
758;3;1;female;0;ADULTO;TERCERA;SI
759;3;1;male;36;ADULTO;TERCERA;SI
760;3;1;female;36;ADULTO;TERCERA;SI
761;3;1;male;30;ADULTO;TERCERA;SI
762;3;0;male;16;MENOR;TERCERA;NO
763;3;1;male;1;MENOR;TERCERA;SI
764;3;1;female;0;MENOR;TERCERA;SI
765;3;0;male;26;ADULTO;TERCERA;NO
766;3;1;female;33;ADULTO;TERCERA;SI
767;3;0;male;25;ADULTO;TERCERA;NO
768;3;0;male;0;ADULTO;TERCERA;NO
769;3;0;male;0;ADULTO;TERCERA;NO
770;3;0;male;22;ADULTO;TERCERA;NO
771;3;0;male;36;ADULTO;TERCERA;NO
772;3;1;female;19;ADULTO;TERCERA;SI
773;3;0;male;17;MENOR;TERCERA;NO
774;3;0;male;42;ADULTO;TERCERA;NO
775;3;0;male;43;ADULTO;TERCERA;NO
776;3;0;male;0;ADULTO;TERCERA;NO
777;3;0;male;32;ADULTO;TERCERA;NO
778;3;1;male;19;ADULTO;TERCERA;SI
779;3;1;female;30;ADULTO;TERCERA;SI
780;3;0;female;24;ADULTO;TERCERA;NO
781;3;1;female;23;ADULTO;TERCERA;SI
782;3;0;male;33;ADULTO;TERCERA;NO
783;3;0;male;65;ADULTO;TERCERA;NO
784;3;1;male;24;ADULTO;TERCERA;SI
785;3;0;male;23;ADULTO;TERCERA;NO
786;3;1;female;22;ADULTO;TERCERA;SI
787;3;0;male;18;ADULTO;TERCERA;NO
788;3;0;male;16;MENOR;TERCERA;NO
789;3;0;male;45;ADULTO;TERCERA;NO
790;3;0;male;0;ADULTO;TERCERA;NO
791;3;0;male;39;ADULTO;TERCERA;NO
792;3;0;male;17;MENOR;TERCERA;NO
793;3;0;male;15;MENOR;TERCERA;NO
794;3;0;male;47;ADULTO;TERCERA;NO
795;3;1;female;5;MENOR;TERCERA;SI
796;3;0;male;0;ADULTO;TERCERA;NO
797;3;0;male;40;ADULTO;TERCERA;NO
798;3;0;male;40;ADULTO;TERCERA;NO
799;3;1;male;0;ADULTO;TERCERA;SI
800;3;0;male;18;ADULTO;TERCERA;NO
801;3;0;female;0;ADULTO;TERCERA;NO
802;3;0;male;0;ADULTO;TERCERA;NO
803;3;0;male;0;ADULTO;TERCERA;NO
804;3;0;male;26;ADULTO;TERCERA;NO
805;3;0;male;0;ADULTO;TERCERA;NO
806;3;1;male;0;ADULTO;TERCERA;SI
807;3;0;female;21;ADULTO;TERCERA;NO
808;3;0;female;9;MENOR;TERCERA;NO
809;3;0;male;0;ADULTO;TERCERA;NO
810;3;0;male;18;ADULTO;TERCERA;NO
811;3;0;male;16;MENOR;TERCERA;NO
812;3;0;female;48;ADULTO;TERCERA;NO
813;3;0;male;0;ADULTO;TERCERA;NO
814;3;0;male;0;ADULTO;TERCERA;NO
815;3;0;male;25;ADULTO;TERCERA;NO
816;3;0;male;0;ADULTO;TERCERA;NO
817;3;0;male;0;ADULTO;TERCERA;NO
818;3;0;male;22;ADULTO;TERCERA;NO
819;3;1;female;16;MENOR;TERCERA;SI
820;3;1;female;0;ADULTO;TERCERA;SI
821;3;1;male;9;MENOR;TERCERA;SI
822;3;0;male;33;ADULTO;TERCERA;NO
823;3;0;male;41;ADULTO;TERCERA;NO
824;3;1;female;31;ADULTO;TERCERA;SI
825;3;0;male;38;ADULTO;TERCERA;NO
826;3;0;male;9;MENOR;TERCERA;NO
827;3;0;male;1;MENOR;TERCERA;NO
828;3;0;male;11;MENOR;TERCERA;NO
829;3;0;female;10;MENOR;TERCERA;NO
830;3;0;female;16;MENOR;TERCERA;NO
831;3;0;male;14;MENOR;TERCERA;NO
832;3;0;male;40;ADULTO;TERCERA;NO
833;3;0;female;43;ADULTO;TERCERA;NO
834;3;0;male;51;ADULTO;TERCERA;NO
835;3;0;male;32;ADULTO;TERCERA;NO
836;3;0;male;0;ADULTO;TERCERA;NO
837;3;0;male;20;ADULTO;TERCERA;NO
838;3;0;male;37;ADULTO;TERCERA;NO
839;3;0;male;28;ADULTO;TERCERA;NO
840;3;0;male;19;ADULTO;TERCERA;NO
841;3;0;female;24;ADULTO;TERCERA;NO
842;3;0;female;17;MENOR;TERCERA;NO
843;3;0;male;0;ADULTO;TERCERA;NO
844;3;0;male;0;ADULTO;TERCERA;NO
845;3;0;male;28;ADULTO;TERCERA;NO
846;3;1;female;24;ADULTO;TERCERA;SI
847;3;0;male;20;ADULTO;TERCERA;NO
848;3;0;male;23;ADULTO;TERCERA;NO
849;3;0;male;41;ADULTO;TERCERA;NO
850;3;0;male;26;ADULTO;TERCERA;NO
851;3;0;male;21;ADULTO;TERCERA;NO
852;3;1;female;45;ADULTO;TERCERA;SI
853;3;0;female;0;ADULTO;TERCERA;NO
854;3;0;male;25;ADULTO;TERCERA;NO
855;3;0;male;0;ADULTO;TERCERA;NO
856;3;0;male;11;MENOR;TERCERA;NO
857;3;1;female;0;ADULTO;TERCERA;SI
858;3;1;male;27;ADULTO;TERCERA;SI
859;3;1;male;0;ADULTO;TERCERA;SI
860;3;0;female;18;ADULTO;TERCERA;NO
861;3;1;female;26;ADULTO;TERCERA;SI
862;3;0;female;23;ADULTO;TERCERA;NO
863;3;1;female;22;ADULTO;TERCERA;SI
864;3;0;male;28;ADULTO;TERCERA;NO
865;3;0;female;28;ADULTO;TERCERA;NO
866;3;0;female;0;ADULTO;TERCERA;NO
867;3;1;female;2;MENOR;TERCERA;SI
868;3;1;female;22;ADULTO;TERCERA;SI
869;3;0;male;43;ADULTO;TERCERA;NO
870;3;0;male;28;ADULTO;TERCERA;NO
871;3;1;female;27;ADULTO;TERCERA;SI
872;3;0;male;0;ADULTO;TERCERA;NO
873;3;1;female;0;ADULTO;TERCERA;SI
874;3;0;male;42;ADULTO;TERCERA;NO
