pclass;survived;sex;age;edad;clase;sobreviviente;
875;3;1;male;0;ADULTO;TERCERA;SI
876;3;0;male;30;ADULTO;TERCERA;NO
877;3;0;male;0;ADULTO;TERCERA;NO
878;3;0;female;27;ADULTO;TERCERA;NO
879;3;0;female;25;ADULTO;TERCERA;NO
880;3;0;male;0;ADULTO;TERCERA;NO
881;3;1;male;29;ADULTO;TERCERA;SI
882;3;1;male;21;ADULTO;TERCERA;SI
883;3;0;male;0;ADULTO;TERCERA;NO
884;3;0;male;20;ADULTO;TERCERA;NO
885;3;0;male;48;ADULTO;TERCERA;NO
886;3;0;male;17;MENOR;TERCERA;NO
887;3;1;female;0;ADULTO;TERCERA;SI
888;3;1;male;0;ADULTO;TERCERA;SI
889;3;0;male;34;ADULTO;TERCERA;NO
890;3;1;male;26;ADULTO;TERCERA;SI
891;3;0;male;22;ADULTO;TERCERA;NO
892;3;0;male;33;ADULTO;TERCERA;NO
893;3;0;male;31;ADULTO;TERCERA;NO
894;3;0;male;29;ADULTO;TERCERA;NO
895;3;1;male;4;MENOR;TERCERA;SI
896;3;1;female;1;MENOR;TERCERA;SI
897;3;0;male;49;ADULTO;TERCERA;NO
898;3;0;male;33;ADULTO;TERCERA;NO
899;3;0;male;19;ADULTO;TERCERA;NO
900;3;1;female;27;ADULTO;TERCERA;SI
901;3;0;male;0;ADULTO;TERCERA;NO
902;3;0;female;0;ADULTO;TERCERA;NO
903;3;0;male;0;ADULTO;TERCERA;NO
904;3;0;female;0;ADULTO;TERCERA;NO
905;3;0;male;23;ADULTO;TERCERA;NO
906;3;1;male;32;ADULTO;TERCERA;SI
907;3;0;male;27;ADULTO;TERCERA;NO
908;3;0;female;20;ADULTO;TERCERA;NO
909;3;0;female;21;ADULTO;TERCERA;NO
910;3;1;male;32;ADULTO;TERCERA;SI
911;3;0;male;17;MENOR;TERCERA;NO
912;3;0;male;21;ADULTO;TERCERA;NO
913;3;0;male;30;ADULTO;TERCERA;NO
914;3;1;male;21;ADULTO;TERCERA;SI
915;3;0;male;33;ADULTO;TERCERA;NO
916;3;0;male;22;ADULTO;TERCERA;NO
917;3;1;female;4;MENOR;TERCERA;SI
918;3;1;male;39;ADULTO;TERCERA;SI
919;3;0;male;0;ADULTO;TERCERA;NO
920;3;0;male;18;ADULTO;TERCERA;NO
921;3;0;male;0;ADULTO;TERCERA;NO
922;3;0;male;0;ADULTO;TERCERA;NO
923;3;1;female;0;ADULTO;TERCERA;SI
924;3;1;female;0;ADULTO;TERCERA;SI
925;3;0;male;34;ADULTO;TERCERA;NO
926;3;0;male;44;ADULTO;TERCERA;NO
927;3;1;male;0;ADULTO;TERCERA;SI
928;3;0;male;0;ADULTO;TERCERA;NO
929;3;0;female;0;ADULTO;TERCERA;NO
930;3;0;male;0;ADULTO;TERCERA;NO
931;3;0;male;0;ADULTO;TERCERA;NO
932;3;0;male;0;ADULTO;TERCERA;NO
933;3;0;female;22;ADULTO;TERCERA;NO
934;3;0;male;26;ADULTO;TERCERA;NO
935;3;1;female;4;MENOR;TERCERA;SI
936;3;1;male;29;ADULTO;TERCERA;SI
937;3;1;female;26;ADULTO;TERCERA;SI
938;3;0;female;1;MENOR;TERCERA;NO
939;3;0;male;18;ADULTO;TERCERA;NO
940;3;0;female;36;ADULTO;TERCERA;NO
941;3;0;male;0;ADULTO;TERCERA;NO
942;3;1;male;25;ADULTO;TERCERA;SI
943;3;0;male;0;ADULTO;TERCERA;NO
944;3;0;female;37;ADULTO;TERCERA;NO
945;3;0;male;0;ADULTO;TERCERA;NO
946;3;1;male;0;ADULTO;TERCERA;SI
947;3;0;male;0;ADULTO;TERCERA;NO
948;3;1;female;22;ADULTO;TERCERA;SI
949;3;0;male;0;ADULTO;TERCERA;NO
950;3;1;male;26;ADULTO;TERCERA;SI
951;3;0;male;29;ADULTO;TERCERA;NO
952;3;0;male;29;ADULTO;TERCERA;NO
953;3;0;male;22;ADULTO;TERCERA;NO
954;3;1;male;22;ADULTO;TERCERA;SI
955;3;0;male;0;ADULTO;TERCERA;NO
956;3;0;female;0;ADULTO;TERCERA;NO
957;3;0;female;0;ADULTO;TERCERA;NO
958;3;0;female;0;ADULTO;TERCERA;NO
959;3;0;female;0;ADULTO;TERCERA;NO
960;3;0;male;32;ADULTO;TERCERA;NO
961;3;0;male;34;ADULTO;TERCERA;NO
962;3;0;female;0;ADULTO;TERCERA;NO
963;3;0;male;0;ADULTO;TERCERA;NO
964;3;0;male;36;ADULTO;TERCERA;NO
965;3;0;male;39;ADULTO;TERCERA;NO
966;3;0;male;24;ADULTO;TERCERA;NO
967;3;0;female;25;ADULTO;TERCERA;NO
968;3;0;female;45;ADULTO;TERCERA;NO
969;3;0;male;36;ADULTO;TERCERA;NO
970;3;0;female;30;ADULTO;TERCERA;NO
971;3;1;male;20;ADULTO;TERCERA;SI
972;3;0;male;0;ADULTO;TERCERA;NO
973;3;0;male;28;ADULTO;TERCERA;NO
974;3;0;male;0;ADULTO;TERCERA;NO
975;3;0;male;30;ADULTO;TERCERA;NO
976;3;0;female;26;ADULTO;TERCERA;NO
977;3;0;male;0;ADULTO;TERCERA;NO
978;3;0;male;20;ADULTO;TERCERA;NO
979;3;1;male;27;ADULTO;TERCERA;SI
980;3;0;male;51;ADULTO;TERCERA;NO
981;3;1;female;23;ADULTO;TERCERA;SI
982;3;1;male;32;ADULTO;TERCERA;SI
983;3;0;male;0;ADULTO;TERCERA;NO
984;3;0;male;0;ADULTO;TERCERA;NO
985;3;1;female;0;ADULTO;TERCERA;SI
986;3;1;male;24;ADULTO;TERCERA;SI
987;3;0;male;22;ADULTO;TERCERA;NO
988;3;0;female;0;ADULTO;TERCERA;NO
989;3;0;male;0;ADULTO;TERCERA;NO
990;3;0;male;0;ADULTO;TERCERA;NO
991;3;0;male;29;ADULTO;TERCERA;NO
992;3;1;male;0;ADULTO;TERCERA;SI
993;3;0;female;30;ADULTO;TERCERA;NO
994;3;1;female;0;ADULTO;TERCERA;SI
995;3;0;male;0;ADULTO;TERCERA;NO
996;3;0;male;35;ADULTO;TERCERA;NO
997;3;0;male;33;ADULTO;TERCERA;NO
998;3;1;female;0;ADULTO;TERCERA;SI
999;3;0;male;0;ADULTO;TERCERA;NO
1000;3;1;female;0;ADULTO;TERCERA;SI
1001;3;1;male;0;ADULTO;TERCERA;SI
1002;3;1;female;0;ADULTO;TERCERA;SI
1003;3;1;female;0;ADULTO;TERCERA;SI
1004;3;1;male;0;ADULTO;TERCERA;SI
1005;3;1;female;0;ADULTO;TERCERA;SI
1006;3;0;male;0;ADULTO;TERCERA;NO
1007;3;1;female;0;ADULTO;TERCERA;SI
1008;3;1;female;15;MENOR;TERCERA;SI
1009;3;0;female;35;ADULTO;TERCERA;NO
1010;3;0;male;0;ADULTO;TERCERA;NO
1011;3;0;male;24;ADULTO;TERCERA;NO
1012;3;0;female;19;ADULTO;TERCERA;NO
1013;3;0;female;0;ADULTO;TERCERA;NO
1014;3;0;female;0;ADULTO;TERCERA;NO
1015;3;0;female;0;ADULTO;TERCERA;NO
1016;3;0;male;55;ADULTO;TERCERA;NO
1017;3;0;male;0;ADULTO;TERCERA;NO
1018;3;1;male;21;ADULTO;TERCERA;SI
1019;3;0;male;0;ADULTO;TERCERA;NO
1020;3;0;male;24;ADULTO;TERCERA;NO
1021;3;0;male;21;ADULTO;TERCERA;NO
1022;3;0;male;28;ADULTO;TERCERA;NO
1023;3;0;male;0;ADULTO;TERCERA;NO
1024;3;1;female;0;ADULTO;TERCERA;SI
1025;3;0;male;25;ADULTO;TERCERA;NO
1026;3;1;male;6;MENOR;TERCERA;SI
1027;3;1;female;27;ADULTO;TERCERA;SI
1028;3;0;male;0;ADULTO;TERCERA;NO
1029;3;1;female;0;ADULTO;TERCERA;SI
1030;3;0;male;0;ADULTO;TERCERA;NO
1031;3;0;male;0;ADULTO;TERCERA;NO
1032;3;0;male;34;ADULTO;TERCERA;NO
1033;3;0;male;0;ADULTO;TERCERA;NO
1034;3;1;male;0;ADULTO;TERCERA;SI
1035;3;1;male;0;ADULTO;TERCERA;SI
1036;3;1;male;0;ADULTO;TERCERA;SI
1037;3;1;female;0;ADULTO;TERCERA;SI
1038;3;1;female;0;ADULTO;TERCERA;SI
1039;3;0;male;0;ADULTO;TERCERA;NO
1040;3;1;female;0;ADULTO;TERCERA;SI
1041;3;1;female;24;ADULTO;TERCERA;SI
1042;3;0;male;0;ADULTO;TERCERA;NO
1043;3;1;female;0;ADULTO;TERCERA;SI
1044;3;1;female;0;ADULTO;TERCERA;SI
1045;3;1;female;0;ADULTO;TERCERA;SI
1046;3;0;male;18;ADULTO;TERCERA;NO
1047;3;0;male;22;ADULTO;TERCERA;NO
1048;3;1;female;15;MENOR;TERCERA;SI
1049;3;1;female;1;MENOR;TERCERA;SI
1050;3;1;male;20;ADULTO;TERCERA;SI
1051;3;1;female;19;ADULTO;TERCERA;SI
1052;3;0;male;33;ADULTO;TERCERA;NO
1053;3;0;male;0;ADULTO;TERCERA;NO
1054;3;0;male;0;ADULTO;TERCERA;NO
1055;3;0;female;0;ADULTO;TERCERA;NO
1056;3;0;male;0;ADULTO;TERCERA;NO
1057;3;1;male;12;MENOR;TERCERA;SI
1058;3;1;female;14;MENOR;TERCERA;SI
1059;3;0;female;29;ADULTO;TERCERA;NO
1060;3;0;male;28;ADULTO;TERCERA;NO
1061;3;1;female;18;ADULTO;TERCERA;SI
1062;3;1;female;26;ADULTO;TERCERA;SI
1063;3;0;male;21;ADULTO;TERCERA;NO
1064;3;0;male;41;ADULTO;TERCERA;NO
1065;3;1;male;39;ADULTO;TERCERA;SI
1066;3;0;male;21;ADULTO;TERCERA;NO
1067;3;0;male;28;ADULTO;TERCERA;NO
1068;3;1;female;22;ADULTO;TERCERA;SI
1069;3;0;male;61;ADULTO;TERCERA;NO
1070;3;0;male;0;ADULTO;TERCERA;NO
1071;3;0;male;0;ADULTO;TERCERA;NO
1072;3;1;female;0;ADULTO;TERCERA;SI
1073;3;0;male;0;ADULTO;TERCERA;NO
1074;3;0;male;0;ADULTO;TERCERA;NO
1075;3;0;male;0;ADULTO;TERCERA;NO
1076;3;0;male;23;ADULTO;TERCERA;NO
1077;3;0;female;0;ADULTO;TERCERA;NO
1078;3;1;female;0;ADULTO;TERCERA;SI
1079;3;1;female;0;ADULTO;TERCERA;SI
1080;3;1;female;22;ADULTO;TERCERA;SI
1081;3;1;male;0;ADULTO;TERCERA;SI
1082;3;1;female;0;ADULTO;TERCERA;SI
1083;3;1;male;9;MENOR;TERCERA;SI
1084;3;0;male;28;ADULTO;TERCERA;NO
1085;3;0;male;42;ADULTO;TERCERA;NO
1086;3;0;male;0;ADULTO;TERCERA;NO
1087;3;0;female;31;ADULTO;TERCERA;NO
1088;3;0;male;28;ADULTO;TERCERA;NO
1089;3;1;male;32;ADULTO;TERCERA;SI
1090;3;0;male;20;ADULTO;TERCERA;NO
1091;3;0;female;23;ADULTO;TERCERA;NO
1092;3;0;female;20;ADULTO;TERCERA;NO
1093;3;0;male;20;ADULTO;TERCERA;NO
1094;3;0;male;16;MENOR;TERCERA;NO
1095;3;1;female;31;ADULTO;TERCERA;SI
1096;3;0;female;0;ADULTO;TERCERA;NO
1097;3;0;male;2;MENOR;TERCERA;NO
1098;3;0;male;6;MENOR;TERCERA;NO
1099;3;0;female;3;MENOR;TERCERA;NO
1100;3;0;female;8;MENOR;TERCERA;NO
1101;3;0;female;29;ADULTO;TERCERA;NO
1102;3;0;male;1;MENOR;TERCERA;NO
1103;3;0;male;7;MENOR;TERCERA;NO
1104;3;0;male;2;MENOR;TERCERA;NO
1105;3;0;male;16;MENOR;TERCERA;NO
1106;3;0;male;14;MENOR;TERCERA;NO
1107;3;0;female;41;ADULTO;TERCERA;NO
1108;3;0;male;21;ADULTO;TERCERA;NO
1109;3;0;male;19;ADULTO;TERCERA;NO
1110;3;0;male;0;ADULTO;TERCERA;NO
1111;3;0;male;32;ADULTO;TERCERA;NO
1112;3;0;male;0;MENOR;TERCERA;NO
1113;3;0;female;3;MENOR;TERCERA;NO
1114;3;0;female;26;ADULTO;TERCERA;NO
1115;3;0;male;0;ADULTO;TERCERA;NO
1116;3;0;male;0;ADULTO;TERCERA;NO
1117;3;0;male;0;ADULTO;TERCERA;NO
1118;3;0;male;21;ADULTO;TERCERA;NO
1119;3;0;male;25;ADULTO;TERCERA;NO
1120;3;0;male;22;ADULTO;TERCERA;NO
1121;3;1;male;25;ADULTO;TERCERA;SI
1122;3;1;male;0;ADULTO;TERCERA;SI
1123;3;1;female;0;ADULTO;TERCERA;SI
1124;3;1;female;0;ADULTO;TERCERA;SI
1125;3;0;female;0;ADULTO;TERCERA;NO
1126;3;0;male;24;ADULTO;TERCERA;NO
1127;3;0;female;28;ADULTO;TERCERA;NO
1128;3;0;male;19;ADULTO;TERCERA;NO
1129;3;0;male;0;ADULTO;TERCERA;NO
1130;3;0;male;25;ADULTO;TERCERA;NO
1131;3;0;female;18;ADULTO;TERCERA;NO
1132;3;1;male;32;ADULTO;TERCERA;SI
1133;3;0;male;0;ADULTO;TERCERA;NO
1134;3;0;male;17;MENOR;TERCERA;NO
1135;3;0;male;24;ADULTO;TERCERA;NO
1136;3;0;male;0;ADULTO;TERCERA;NO
1137;3;0;female;0;ADULTO;TERCERA;NO
1138;3;0;male;0;ADULTO;TERCERA;NO
1139;3;0;male;0;ADULTO;TERCERA;NO
1140;3;0;male;38;ADULTO;TERCERA;NO
1141;3;0;male;21;ADULTO;TERCERA;NO
1142;3;0;male;10;MENOR;TERCERA;NO
1143;3;0;male;4;MENOR;TERCERA;NO
1144;3;0;male;7;MENOR;TERCERA;NO
1145;3;0;male;2;MENOR;TERCERA;NO
1146;3;0;male;8;MENOR;TERCERA;NO
1147;3;0;female;39;ADULTO;TERCERA;NO
1148;3;0;female;22;ADULTO;TERCERA;NO
1149;3;0;male;35;ADULTO;TERCERA;NO
1150;3;1;female;0;ADULTO;TERCERA;SI
1151;3;0;male;0;ADULTO;TERCERA;NO
1152;3;0;female;0;ADULTO;TERCERA;NO
1153;3;0;male;50;ADULTO;TERCERA;NO
1154;3;0;female;47;ADULTO;TERCERA;NO
1155;3;0;male;0;ADULTO;TERCERA;NO
1156;3;0;male;0;ADULTO;TERCERA;NO
1157;3;0;female;2;MENOR;TERCERA;NO
1158;3;0;male;18;ADULTO;TERCERA;NO
1159;3;0;female;41;ADULTO;TERCERA;NO
1160;3;1;female;0;ADULTO;TERCERA;SI
1161;3;0;male;50;ADULTO;TERCERA;NO
1162;3;0;male;16;MENOR;TERCERA;NO
1163;3;1;male;0;ADULTO;TERCERA;SI
1164;3;0;male;0;ADULTO;TERCERA;NO
1165;3;0;male;0;ADULTO;TERCERA;NO
1166;3;0;male;25;ADULTO;TERCERA;NO
1167;3;0;male;0;ADULTO;TERCERA;NO
1168;3;0;male;0;ADULTO;TERCERA;NO
1169;3;0;male;0;ADULTO;TERCERA;NO
1170;3;0;male;38;ADULTO;TERCERA;NO
1171;3;0;male;0;ADULTO;TERCERA;NO
1172;3;0;male;14;MENOR;TERCERA;NO
1173;3;0;female;0;ADULTO;TERCERA;NO
1174;3;0;female;0;ADULTO;TERCERA;NO
1175;3;0;female;0;ADULTO;TERCERA;NO
1176;3;0;female;0;ADULTO;TERCERA;NO
1177;3;0;male;0;ADULTO;TERCERA;NO
1178;3;0;male;0;ADULTO;TERCERA;NO
1179;3;0;male;0;ADULTO;TERCERA;NO
1180;3;0;male;0;ADULTO;TERCERA;NO
1181;3;0;female;0;ADULTO;TERCERA;NO
1182;3;0;male;24;ADULTO;TERCERA;NO
1183;3;1;female;21;ADULTO;TERCERA;SI
1184;3;0;male;39;ADULTO;TERCERA;NO
1185;3;0;male;0;ADULTO;TERCERA;NO
1186;3;0;male;0;ADULTO;TERCERA;NO
1187;3;0;male;0;ADULTO;TERCERA;NO
1188;3;1;female;1;MENOR;TERCERA;SI
1189;3;1;female;24;ADULTO;TERCERA;SI
1190;3;1;female;4;MENOR;TERCERA;SI
1191;3;1;male;25;ADULTO;TERCERA;SI
1192;3;0;male;20;ADULTO;TERCERA;NO
1193;3;0;male;24;ADULTO;TERCERA;NO
1194;3;0;male;0;ADULTO;TERCERA;NO
1195;3;0;male;0;ADULTO;TERCERA;NO
1196;3;0;male;0;ADULTO;TERCERA;NO
1197;3;1;male;29;ADULTO;TERCERA;SI
1198;3;0;male;0;ADULTO;TERCERA;NO
1199;3;1;female;0;ADULTO;TERCERA;SI
1200;3;0;male;0;ADULTO;TERCERA;NO
1201;3;0;male;0;ADULTO;TERCERA;NO
1202;3;0;male;22;ADULTO;TERCERA;NO
1203;3;0;male;0;ADULTO;TERCERA;NO
1204;3;0;male;40;ADULTO;TERCERA;NO
1205;3;0;male;21;ADULTO;TERCERA;NO
1206;3;1;female;18;ADULTO;TERCERA;SI
1207;3;0;male;4;MENOR;TERCERA;NO
1208;3;0;male;10;MENOR;TERCERA;NO
1209;3;0;female;9;MENOR;TERCERA;NO
1210;3;0;female;2;MENOR;TERCERA;NO
1211;3;0;male;40;ADULTO;TERCERA;NO
1212;3;0;female;45;ADULTO;TERCERA;NO
1213;3;0;male;0;ADULTO;TERCERA;NO
1214;3;0;male;0;ADULTO;TERCERA;NO
1215;3;0;male;0;ADULTO;TERCERA;NO
1216;3;0;male;0;ADULTO;TERCERA;NO
1217;3;1;female;0;ADULTO;TERCERA;SI
1218;3;0;male;19;ADULTO;TERCERA;NO
1219;3;0;male;30;ADULTO;TERCERA;NO
1220;3;0;male;0;ADULTO;TERCERA;NO
1221;3;0;male;32;ADULTO;TERCERA;NO
1222;3;0;male;0;ADULTO;TERCERA;NO
1223;3;0;male;33;ADULTO;TERCERA;NO
1224;3;1;female;23;ADULTO;TERCERA;SI
1225;3;0;male;21;ADULTO;TERCERA;NO
1226;3;0;male;60;ADULTO;TERCERA;NO
1227;3;0;male;19;ADULTO;TERCERA;NO
1228;3;0;female;22;ADULTO;TERCERA;NO
1229;3;1;male;31;ADULTO;TERCERA;SI
1230;3;0;male;27;ADULTO;TERCERA;NO
1231;3;0;female;2;MENOR;TERCERA;NO
1232;3;0;female;29;ADULTO;TERCERA;NO
1233;3;1;male;16;MENOR;TERCERA;SI
1234;3;1;male;44;ADULTO;TERCERA;SI
1235;3;0;male;25;ADULTO;TERCERA;NO
1236;3;0;male;74;ADULTO;TERCERA;NO
1237;3;1;male;14;MENOR;TERCERA;SI
1238;3;0;male;24;ADULTO;TERCERA;NO
1239;3;1;male;25;ADULTO;TERCERA;SI
1240;3;0;male;34;ADULTO;TERCERA;NO
1241;3;1;male;0;MENOR;TERCERA;SI
1242;3;0;male;0;ADULTO;TERCERA;NO
1243;3;0;male;0;ADULTO;TERCERA;NO
1244;3;0;male;0;ADULTO;TERCERA;NO
1245;3;1;female;16;MENOR;TERCERA;SI
1246;3;0;male;0;ADULTO;TERCERA;NO
1247;3;0;male;0;ADULTO;TERCERA;NO
1248;3;1;female;0;ADULTO;TERCERA;SI
1249;3;0;male;32;ADULTO;TERCERA;NO
1250;3;0;male;0;ADULTO;TERCERA;NO
1251;3;0;male;0;ADULTO;TERCERA;NO
1252;3;0;male;30;ADULTO;TERCERA;NO
1253;3;0;male;44;ADULTO;TERCERA;NO
1254;3;0;male;0;ADULTO;TERCERA;NO
1255;3;1;male;25;ADULTO;TERCERA;SI
1256;3;0;male;0;ADULTO;TERCERA;NO
1257;3;1;male;7;MENOR;TERCERA;SI
1258;3;1;female;9;MENOR;TERCERA;SI
1259;3;1;female;29;ADULTO;TERCERA;SI
1260;3;0;male;36;ADULTO;TERCERA;NO
1261;3;1;female;18;ADULTO;TERCERA;SI
1262;3;1;female;63;ADULTO;TERCERA;SI
1263;3;0;male;0;ADULTO;TERCERA;NO
1264;3;0;male;11;MENOR;TERCERA;NO
1265;3;0;male;40;ADULTO;TERCERA;NO
1266;3;0;female;10;MENOR;TERCERA;NO
1267;3;0;male;36;ADULTO;TERCERA;NO
1268;3;0;female;30;ADULTO;TERCERA;NO
1269;3;0;male;0;ADULTO;TERCERA;NO
1270;3;0;male;33;ADULTO;TERCERA;NO
1271;3;0;male;28;ADULTO;TERCERA;NO
1272;3;0;male;28;ADULTO;TERCERA;NO
1273;3;0;male;47;ADULTO;TERCERA;NO
1274;3;0;female;18;ADULTO;TERCERA;NO
1275;3;0;male;31;ADULTO;TERCERA;NO
1276;3;0;male;16;MENOR;TERCERA;NO
1277;3;0;female;31;ADULTO;TERCERA;NO
1278;3;1;male;22;ADULTO;TERCERA;SI
1279;3;0;male;20;ADULTO;TERCERA;NO
1280;3;0;female;14;MENOR;TERCERA;NO
1281;3;0;male;22;ADULTO;TERCERA;NO
1282;3;0;male;22;ADULTO;TERCERA;NO
1283;3;0;male;0;ADULTO;TERCERA;NO
1284;3;0;male;0;ADULTO;TERCERA;NO
1285;3;0;male;0;ADULTO;TERCERA;NO
1286;3;0;male;32;ADULTO;TERCERA;NO
1287;3;1;female;38;ADULTO;TERCERA;SI
1288;3;0;male;51;ADULTO;TERCERA;NO
1289;3;0;male;18;ADULTO;TERCERA;NO
1290;3;0;male;21;ADULTO;TERCERA;NO
1291;3;1;female;47;ADULTO;TERCERA;SI
1292;3;0;male;0;ADULTO;TERCERA;NO
1293;3;0;male;0;ADULTO;TERCERA;NO
1294;3;0;male;0;ADULTO;TERCERA;NO
1295;3;0;male;28;ADULTO;TERCERA;NO
1296;3;0;male;21;ADULTO;TERCERA;NO
1297;3;0;male;27;ADULTO;TERCERA;NO
1298;3;0;male;0;ADULTO;TERCERA;NO
1299;3;0;male;36;ADULTO;TERCERA;NO
1300;3;0;male;27;ADULTO;TERCERA;NO
1301;3;1;female;15;MENOR;TERCERA;SI
1302;3;0;male;45;ADULTO;TERCERA;NO
1303;3;0;male;0;ADULTO;TERCERA;NO
1304;3;0;male;0;ADULTO;TERCERA;NO
1305;3;0;female;14;MENOR;TERCERA;NO
1306;3;0;female;0;ADULTO;TERCERA;NO
1307;3;0;male;26;ADULTO;TERCERA;NO
1308;3;0;male;27;ADULTO;TERCERA;NO
1309;3;0;male;29;ADULTO;TERCERA;NO
